transaction_id,account_id,transaction_type,amount,transaction_date
6af5e290-4cb3-4ec1-b35c-1a1990521ac8,7743,credit,144.76,2022-10-16 20:41:57
dfc51b1c-bca1-421b-beca-193d2b547466,8758,debit,-310.88,2023-03-06 11:55:44
b7dd9eb6-bbbf-4520-8751-bfed67a662e2,7250,credit,error,2023-03-04 07:04:46
49d69644-a993-4bc8-81be-97efa73f460d,4448,credit,673.8,2023-03-16 03:00:00
b8129f5d-5e5d-42e1-b390-565a5721a0c1,4088,credit,356.59,2023-01-30 23:09:27
607da6af-b19f-45a6-b090-70de24b9417d,4738,debit,-895.95,2023-02-21 18:58:26
95b12ce2-0a4f-4ba1-8d7e-6261fe17f253,3812,credit,289.83,2023-01-26 03:00:12
b0830ec3-6c1b-47e8-a38b-4c5ba04ebbdf,8990,credit,638.14,2023-06-20 02:35:55
b6d6bbdd-21d4-4e0e-880f-04f3f38216c0,6996,credit,446.94,2023-04-29 15:04:45
d8a33ca1-1906-4477-b1b7-21dd68e71a82,1635,credit,212.86,2023-01-11 00:45:00
7e2016e5-d812-4622-b599-d2a32fdf8eb2,3641,debit,-914.46,2023-07-18 01:15:37
a4d9773e-585d-4730-b4b8-d7383e9c2cf6,2518,credit,386.92,2022-12-28 13:32:46
29795e54-032b-46eb-a3ca-ee8b97ca14eb,8420,debit,-883.51,2023-08-09 22:56:34
dc137b55-c02e-4827-ad40-3759574af91a,5452,credit,279.26,2023-08-11 16:04:23
dd34c1d6-0f75-4f58-9950-ca1c83f56cd9,2988,debit,-908.84,2022-11-05 22:32:44
872dbe98-6058-491d-a7e8-42e1ba276938,7640,credit,903.22,2022-11-13 17:09:39
59aecac6-cf97-4247-a4a8-fdfc028a57df,4700,debit,-392.6,2023-04-10 02:29:23
982eff96-94bd-443b-bb57-4a7478ac8fb2,3461,debit,-372.11,2023-01-11 01:00:26
a91b29bd-27d2-4574-ad57-49aba2cea1b0,6537,credit,932.36,2022-12-02 16:43:31
168c0323-70d6-44c8-b4ec-2e7f003ae556,9814,debit,-104.2,2023-03-17 04:48:49
92272707-1255-425f-80ba-2e3aedc76310,3541,debit,-650.47,2022-09-16 15:56:26
03c20c4a-f752-4b27-9189-259d724c81f6,1376,debit,-120.48,2022-09-03 11:25:44
1f530212-306f-496c-aa79-bd0b5a46edcf,8150,debit,-262.15,2023-01-03 06:40:33
52206288-e19b-4a11-9a04-2d0642125341,4772,credit,981.93,2023-03-31 08:20:45
86df2bcb-175d-4de5-8cc2-2e3ecbbe355b,2463,debit,-403.42,2023-01-01 00:37:00
3ee1ce41-9fc3-44a8-9711-1e7cff71a56c,1195,debit,-663.92,2023-01-03 12:24:10
a59a11ef-756c-43cb-82bd-b0d8497ba3fa,7967,credit,846.61,2022-11-25 11:52:31
b60dbb34-263e-49f5-b548-5856f743587b,5431,credit,error,2023-03-02 02:34:39
2ea0e2cf-b67d-464e-9285-80b49789dcad,3554,credit,893.35,2023-01-11 13:54:44
9ab5264a-a3a7-48b0-8cf5-401970941a48,5493,debit,-405.61,2023-02-27 21:23:43
54c1c6ca-af16-4ae4-884f-ae89015768fa,6879,debit,-38.65,2022-08-25 12:33:40
44e499ef-d9df-4213-b98c-f9a50702d2e2,4080,credit,164.73,2023-08-11 23:39:09
846dbd6d-ca37-4cd1-a71c-31a17e849c8d,6698,debit,-822.52,2023-06-03 02:46:13
785cdabe-132e-4c99-80c2-a56fa304ddf1,2455,debit,-950.46,2023-01-02 01:22:38
62613119-970b-47a9-b6c6-b90007a87e44,7445,debit,-333.35,2023-03-19 01:17:11
1b2b4ef7-4fdc-4c6f-83dc-7032f2f5b38e,2076,debit,-764.91,2023-08-14 11:29:49
21a20b82-13d9-404f-9dbf-dc08de9f98b5,4404,debit,-16.26,2023-01-06 08:20:43
ad86c8df-651b-44c9-9bd0-b8a7cd30fb8a,6898,debit,-564.68,2023-01-31 05:54:12
a4acbba5-2848-4f0b-8ecd-55758acaa93b,9592,credit,396.79,2022-10-06 15:07:50
15f4032c-8c6c-4b5c-8f34-7503260608d7,8560,credit,293.93,2023-03-10 09:01:26
04c6ba88-915e-493e-b4a2-9c9abe323f39,6567,credit,368.61,2022-11-07 13:02:43
df97d42a-8687-48bd-a471-23f559acbe18,6222,credit,410.5,2023-05-23 10:02:17
b232d095-6f6b-4b5b-9693-9d82192fe22c,4404,credit,130.84,2023-06-11 21:56:40
7bd5739e-bfb3-46f5-9306-e62a20f66b39,8169,debit,-553.91,2023-02-22 09:20:43
944784b9-052c-480d-8e95-217db208646d,5236,debit,-704.11,2022-08-21 20:42:16
c1742922-be0b-4b58-8b07-3e3665e97887,6494,debit,error,2022-10-16 09:04:35
6e2100ea-12fc-4d11-bdd3-939024909a64,8204,debit,-695.52,2022-10-18 13:18:22
bba2c50e-2d72-4d41-a3a3-49b693982efe,8493,debit,-52.85,2022-09-27 02:53:25
a8d3cb77-8fd3-4330-811e-af36676e5e3e,7125,debit,error,2022-12-14 23:48:02
2ecca9e6-6749-4b44-878f-0ab9edce139a,4956,debit,-936.03,2022-09-02 08:15:35
651b0627-f2bd-4ee0-94fd-f5e8bb78f5dc,1133,credit,414.3,2023-08-12 14:17:15
988d8587-fb4f-46c3-949f-fb1a3ab6648c,9028,debit,-561.93,2022-10-08 09:00:08
d9eba9c3-5aee-455e-9ebc-d85c8440f7f9,5121,credit,653.27,2023-03-28 08:20:37
0d5f0636-c56e-410c-b8d1-48a2506bb35b,1894,debit,-557.43,2023-01-31 08:02:00
0c179775-d23f-4fda-ab5d-361b54d74d33,6651,debit,-55.03,2022-10-28 12:16:49
f97996dc-3eef-4f30-8536-88e5c4595d4e,3596,debit,-364.91,2023-06-27 14:26:35
0a6d6854-dff5-45d9-9726-0c38c0c2f420,9105,debit,-481.27,2023-08-14 12:43:06
4072151a-b963-44a0-9680-f56dafff4531,7217,debit,-178.78,2022-08-21 11:30:13
373a0998-bb48-4ec8-ab3c-700e1dc0a184,7347,credit,382.98,2023-08-07 07:08:44
8fd6d5fe-7338-4b78-81da-6dbb52a81814,6894,debit,-28.07,2023-05-14 00:18:33
16d61a84-064c-4d28-aca2-9f170f4fbd32,8814,debit,-421.57,2022-12-09 04:37:42
a47141c8-f9f7-4b25-905d-0f3b8f5decad,4517,credit,915.66,2022-12-06 00:56:34
065725d1-73e5-408c-a585-4d3292656840,6388,credit,705.66,2023-05-17 19:54:33
79f268d1-d0ac-4a5d-a50a-1f2ed188816e,2471,credit,390.01,2022-08-16 10:23:59
81ae969b-ebd3-42f7-8f8d-74ca2a51f684,9955,credit,144.54,2022-11-02 05:58:39
51d143e4-74c4-4dd9-8c2c-e7f27ad4db9c,3842,debit,error,2023-06-18 08:46:28
51d8d384-9832-4147-8899-a8d72d64bcb9,7031,credit,935.59,2023-08-11 17:49:11
d5a76934-acd5-4713-a468-409a37fbe869,8429,credit,628.9,2022-09-07 12:44:39
9fdfa6ec-d018-4395-b712-02618cbaf8b0,8478,credit,471.66,2022-11-10 15:18:58
4347b05e-e378-4e6c-b4b4-e38a6ecee31c,3843,debit,-236.66,2023-06-09 12:53:30
195b7988-b7fd-4040-9514-9f8e14090a44,3131,credit,60.05,2022-10-01 13:08:01
095c0d78-5fc4-4534-b2a8-23bf7a281376,2859,credit,385.42,2022-11-27 19:50:09
e4f57100-56e7-4f50-bdfe-dac0f31ef0fb,4343,debit,-474.72,2022-11-18 07:38:37
62ff723e-607d-4f00-af69-2ca30c3b4b9d,2709,credit,275.36,2022-11-24 00:59:31
ebfdded4-cb05-4609-8b43-0f605e590641,1062,debit,-254.72,2023-02-25 10:44:59
014aacbe-d3b0-41cd-ad78-bbc49cf54b5c,5605,debit,-841.46,2023-05-14 21:09:36
c283d86a-bcfe-4da7-b23a-c5cd64434097,5180,debit,-600.39,2023-07-26 20:48:58
466473e0-4ab7-4ab2-8699-e92cb0562040,2249,debit,-695.04,2023-03-04 19:03:20
ec2ffd15-7d72-444d-ac89-03de66982faa,9318,debit,-371.0,2023-05-08 17:06:08
4d70428a-d060-447f-8123-6721949433d9,7586,credit,234.37,2023-07-08 18:39:21
bf82d586-090f-4f3c-94ea-3d9a5ce188da,4995,credit,error,2023-01-12 16:45:02
7bd8daa9-aa05-4b1e-951c-2cfe67f8ac06,5698,debit,-349.28,2023-05-13 15:14:25
f57fb50b-4bdb-40b3-8415-9e22bdd18999,9287,debit,-891.24,2022-12-01 03:05:32
6171f566-ec09-470a-87aa-bfc3b9ecd9dd,8461,credit,114.51,2023-01-25 10:59:01
94a96cc2-ae39-439d-9d82-8637bbd22cf3,1903,debit,-415.36,2022-09-12 01:13:22
ef5cd9c6-e49a-4a75-966e-850987f90f89,6445,debit,-268.75,2023-06-18 05:20:11
63849f24-9fdb-450c-920f-87d5fa3e4199,5677,debit,-999.92,2023-01-22 07:58:55
fa0a22c9-0a67-4174-983b-3512407ab3b8,2959,debit,-860.55,2023-07-12 11:52:14
789a2e4f-35c9-4293-919e-09d87471da7e,1504,credit,error,2023-06-07 04:22:21
cc95bbc0-fd49-48a8-98e1-b572b61e39c1,7298,debit,error,2022-09-28 16:51:41
01787c8b-e912-4480-8b40-35f49e14ac20,7581,debit,-273.69,2023-06-13 23:50:03
6d05248b-0354-447d-ba23-4efe730d3320,7217,debit,-690.89,2022-11-19 13:51:30
f5759385-794e-4f95-a5c5-6ccd3bcad9ed,3944,credit,801.73,2023-07-04 03:13:53
f415543c-a602-4d3b-bc54-3987e5bdbecc,5890,debit,-824.39,2023-07-18 23:51:58
b1695534-973e-4e27-96f5-2ae4a15327a3,4389,debit,-29.91,2022-12-28 02:12:16
13b9ae68-0fdc-4c7b-8723-8daa57e870ac,6774,credit,462.7,2022-09-06 01:55:19
135ed799-5f06-4589-89fe-2f9b9526acad,9051,credit,605.88,2023-06-29 08:26:25
0f0e0e9f-0838-4d55-a8f3-7f6171d9b358,8262,debit,-62.39,2022-12-21 19:41:35
0a2e8e6b-33be-42e6-939d-179d63787e77,3805,debit,-252.85,2022-08-30 09:32:30
5ba9d773-c706-4400-b847-bb4ebc68a71d,6535,debit,-239.78,2022-11-04 14:19:05
7854427c-d0e3-44f0-8ca2-f0b1f8093ae3,9044,credit,491.15,2022-11-20 07:05:58
ea721180-5e2b-4064-bc05-dcf39e8f4070,2254,debit,-597.69,2023-01-04 07:13:20
e80f547b-82b0-46d4-945a-554e06030e97,7722,debit,-663.81,2023-06-05 22:56:41
7505d17d-9df2-486a-9d48-33bb4f83aad4,8804,debit,error,2022-12-09 03:06:56
1b09b4a6-797c-4967-832f-30cf4f6da3bd,2594,debit,-363.58,2022-10-26 16:46:25
7041db91-fdeb-49d5-ba16-c94508fc1134,3389,debit,-565.24,2023-03-11 03:39:12
3e5ca383-0280-4d31-9f98-a8937d9cca42,8559,credit,55.96,2022-10-31 15:01:08
0f925c6a-7ccf-4a5a-a128-51ab55f2d00b,7869,debit,-193.04,2023-03-17 18:36:48
07237d86-e63d-4657-b274-57b465978389,1429,credit,63.88,2022-09-18 13:28:17
34ce9d25-fdab-4f83-9226-e820bc955600,4112,debit,-756.9,2023-06-13 23:21:06
3358a4e3-2160-4c00-ad25-fb8e16be89f4,8361,credit,18.3,2023-07-02 04:24:29
5c6cba1e-ca5d-429c-8a8c-5873edad4f2f,1250,credit,867.78,2023-07-07 14:25:57
c51a8a0f-bc19-4f15-b30f-30787ad97004,8583,credit,322.06,2023-08-06 16:10:24
d3d1de77-51ae-47b4-94aa-c341cfbdf4c1,1875,credit,399.09,2022-12-18 08:28:43
43e6c73f-08f7-4c7e-af54-e4ab0a72eaed,7280,credit,63.49,2022-10-26 02:13:12
c1bd79ad-b95d-4a31-9741-4adcf2515f18,1512,debit,-225.37,2023-08-02 05:26:00
c9ab4d29-0ccf-4c2b-aa98-0cdb6213600c,3644,debit,-420.34,2023-02-03 07:09:35
6c847089-802a-4e94-be00-fa8379447693,5527,credit,113.02,2023-05-04 14:52:55
ae4e92f2-da16-4df9-a332-82f5b73e13d0,6074,debit,-482.94,2022-12-09 22:32:20
b6cc9896-8a9d-4bc0-933b-525ce4220636,8753,credit,851.77,2022-09-14 05:09:09
a51544e3-09fc-49bd-a256-df3bb9622215,9553,debit,-277.52,2022-12-05 02:35:17
6bdcb9ee-40f0-4aca-bbde-0cc2e28cb53c,9297,debit,-617.24,2022-08-23 04:54:57
6c5bc186-dc2a-4fb1-944a-cf0368821d36,9990,debit,-451.98,2022-11-02 23:03:35
03b90e33-3fd9-466d-9115-1d4951d2babd,5233,credit,625.12,2022-12-19 00:30:24
6bfffcfe-d466-43e5-a113-b2c5e2a87203,2859,debit,-867.05,2023-04-13 20:04:26
38f07034-dd24-47bb-ba73-c3b2ffa0258e,7811,credit,error,2023-06-02 19:22:51
642d44ed-00e1-4775-b354-f0a4d9571d9a,2365,credit,error,2023-01-30 22:30:30
e395c53e-72ea-4e7b-98b1-cb57d9785044,1542,debit,-857.13,2022-12-20 14:50:49
50255d4a-a10e-42d4-b61b-37421fa7ed8d,5849,credit,416.03,2022-10-07 09:35:09
c53636ad-fe7e-4a09-ad39-e4d1526ab326,4926,credit,57.31,2023-07-29 13:02:45
0f2a0908-b833-4eb9-84b4-d3e839248066,8491,credit,984.2,2023-07-02 17:07:23
ee1933e6-c77d-4c7c-9795-c57c4ea48b50,1341,debit,-926.8,2023-01-02 14:54:19
6ffcfe09-5954-4ea0-9035-047b98b93b1b,2166,credit,481.06,2023-03-01 04:16:31
c230df00-898c-453e-83ac-07f29e2931ea,2142,debit,-746.88,2022-11-11 10:23:52
fbf20dff-060d-4425-a5b3-4dc1adae0653,7207,debit,-732.95,2023-05-07 00:25:25
9b94cb47-7f8f-4958-88ba-5d2718d0cbc2,5885,credit,930.87,2022-09-17 14:39:36
e5c767c5-9701-4c2d-8176-8a81d72880b2,5878,debit,-19.51,2023-06-30 19:59:37
85b07610-3aa9-4a66-a06b-69d0ae6b152f,4340,debit,error,2023-01-19 10:08:59
be0e5609-de06-4be1-ba73-18ce110a40de,1581,credit,501.18,2023-06-13 10:58:36
35a5ab1e-459a-425e-a8f3-1da3ba0e1217,7963,credit,918.02,2023-05-05 03:21:40
9aaa0bcf-eb72-46d9-880c-8deeb950ec0e,2388,debit,-787.11,2023-02-21 22:50:56
e8a3a5ea-1e47-4d32-9815-39d398f2b8d0,1094,credit,188.86,2023-06-23 17:57:30
92173c8e-aae0-4b10-95df-7a7dac8d4e56,2982,credit,532.06,2022-09-17 21:33:57
4956574c-3c90-4a8a-8261-6cc814c50fa8,9337,credit,993.96,2022-10-22 10:57:36
1b8205ff-d903-4bbf-9abd-71a0096c544f,6272,credit,975.59,2023-02-12 09:37:12
d0a949ba-a543-4be2-9261-a0a6a956c933,7382,debit,-136.88,2023-05-30 19:24:28
dcc18dfd-a684-4ccc-a6d8-dfe1b39c4d14,2588,credit,688.93,2023-04-15 13:29:07
03cd33a4-38d1-4cbe-ae46-01c2186636fc,3817,debit,-187.23,2022-08-22 05:54:51
1c6af20f-2264-4f45-852b-c039efec131f,4300,debit,-604.35,2023-05-16 00:15:49
6e1464ec-10ed-48d6-a468-0767835631ec,4595,debit,-983.25,2022-12-12 05:32:28
481d07c7-c8bc-4a57-a770-a53326c67b59,7609,credit,978.94,2022-10-18 18:38:15
8cfdb8c5-5e08-4b86-a107-e04fc636004a,7723,debit,-848.33,2023-02-24 17:24:57
d9de85fa-5592-4acc-aa24-1e8a55f5f485,5952,debit,-201.06,2022-09-26 20:41:55
57eb61a4-a1e6-4bd5-b3ec-3961d7a2b6ca,6882,credit,692.24,2023-06-04 01:57:38
18e18762-0f95-4eab-b004-f4e5f373f587,1235,credit,272.08,2023-01-14 10:20:26
bac9958f-d346-4b90-9a95-b1e0906e4a66,7238,credit,687.84,2022-09-29 23:24:40
78742688-3dd7-4a3c-86ca-236ff0230f48,4699,debit,-865.31,2023-08-07 09:34:48
b371850c-e8d3-4863-a0d6-f47f335421fb,7223,debit,error,2023-04-03 20:55:47
858c0651-0b38-44b7-aa03-aa21eb604dc7,9119,debit,-102.05,2023-03-17 20:12:09
8cb70b43-a663-4bcf-b013-0c04e9eb21ee,5086,credit,151.21,2023-04-17 06:44:41
974d1992-e5ee-4771-a247-852c97a054a5,8814,credit,207.69,2023-02-07 09:06:06
5cf751b4-e86e-4568-89b2-96ba05bed6d7,6923,debit,-965.86,2023-02-15 03:11:59
3759867d-98e8-4194-8d67-cfbc27f4a751,1802,credit,673.56,2022-12-25 22:58:20
17d25600-57b6-4992-ae03-870a84b30abd,9956,credit,505.78,2023-05-24 20:46:52
da95e12f-a1c5-4084-82bf-5f94feafd277,1969,debit,-385.01,2022-11-27 21:03:28
61ff067d-2784-48da-98ea-9d1cc6ce6589,4785,debit,-450.83,2022-12-16 14:28:37
4b8d0a4e-0a8f-4b87-bc94-e6a4fba60bb0,8723,credit,775.71,2023-04-29 12:52:00
25275add-46a8-4d03-93b7-92bf8b4bed11,8199,credit,754.51,2023-04-10 09:08:19
5808241c-53f4-44ec-a648-be3261b42cda,8833,credit,858.09,2022-12-28 12:10:03
2352b927-1329-4c87-8618-f132142e21b8,8821,credit,error,2023-05-05 16:11:52
f35321bb-855a-411d-9ad3-5d12db305b31,8210,credit,512.05,2023-04-08 17:54:40
9a86e728-2472-4cde-9856-b0700766ae32,7382,credit,347.81,2022-11-12 15:16:19
dc45b6ef-388d-4621-8c07-4c5405bbbc05,4863,debit,-565.96,2022-10-06 02:10:56
47c90a9b-6a93-4ee3-8d55-6e4b02499c47,2150,debit,-826.56,2022-09-27 01:05:41
0bc044a4-c7c4-4e8a-b35a-a076412eccf4,3755,credit,258.52,2023-07-11 00:29:56
12acbeb7-84e9-429b-859c-d02573195139,3925,debit,-3.68,2023-07-13 07:45:21
db1c8acb-3deb-4195-9ecf-03fa7cc79904,8438,debit,-184.36,2022-08-26 01:19:08
adafc18a-8691-4118-a5a1-33c4be69b512,6774,debit,error,2023-08-02 22:45:58
c12e49ac-f62b-422f-93a0-d2438bb0ef5b,8579,credit,54.46,2023-01-06 20:33:50
75be9041-dde1-4bf1-8962-5d7ca7778456,4713,credit,732.56,2023-07-07 00:37:41
46bd2907-9417-4a69-a578-4ab4a9a33be4,1726,credit,516.98,2023-06-02 19:14:14
385f8dfd-40a6-446c-a8f3-aa6864192b58,4301,credit,error,2023-05-31 08:39:04
20734ff4-c8bb-4278-8c4c-945c31d0695f,3142,debit,-266.53,2022-11-18 19:02:32
6249b1ff-82f1-46a5-97ca-3ca30e03e388,2868,debit,-277.84,2023-05-22 23:56:58
d938812b-c394-4eee-aa99-b4e8477e8135,4620,debit,-557.31,2023-01-14 20:27:45
5f092159-13d9-4498-9d51-b2d3e616de38,8804,debit,-957.02,2023-01-25 12:08:50
66e2b831-e68b-4585-ad11-1190faa4affb,8150,debit,-44.17,2023-02-07 19:41:51
63eca957-c154-4a7e-b145-1b08354a598b,7189,credit,385.99,2023-01-05 10:15:23
2adb228d-d84d-4c2c-aa67-fc51a72f6a54,4904,debit,-988.19,2023-03-05 15:09:01
0e5acd30-1f27-4db9-af07-e876686e5566,9115,debit,-57.4,2023-08-08 01:11:38
1b97c37b-8702-4fca-913e-a3a7084110ae,5662,debit,-104.64,2022-09-08 17:49:08
916f8f2f-2eed-462e-b06f-8f7e3c729485,5518,credit,93.73,2023-05-11 13:37:39
2d7142ea-7882-4c2f-a717-bdea8b2161b5,2074,credit,434.56,2023-08-13 13:02:03
fd425960-a7e2-4e56-b237-874b2ecbe091,2245,debit,-965.0,2023-01-19 01:15:46
024e178e-6111-42f2-af88-c8b6a4a7dc11,3416,debit,-908.35,2022-11-10 02:13:27
9e80a653-c1b6-4c5c-a666-03841577ce32,5848,debit,-876.27,2023-06-17 15:48:36
d71e7bae-7dc0-4a11-9c21-b9c6c908d34d,6709,debit,-281.99,2023-02-26 05:44:04
fa7927d9-e15a-4b9c-beb4-05c0f9099b86,7823,debit,-572.21,2022-11-22 12:39:02
9a88899a-e7bd-4ece-bc5e-481605afc2d5,3394,credit,724.85,2022-11-29 22:44:46
26911609-67d9-45c9-9232-140523c029e9,2396,credit,750.19,2022-11-21 03:15:22
8b632585-fabc-4897-bd07-4ee0fd0d7283,5656,credit,275.77,2022-10-01 00:59:10
60fcaf47-be3d-4ade-8867-41cc59075658,1353,debit,-994.91,2023-08-08 17:10:08
b9661c83-5ac9-4d29-b545-08141cf93268,5640,credit,698.08,2023-07-04 12:58:25
78433c64-0939-4d4f-9de9-243cc4bceac5,8243,credit,653.76,2023-05-27 02:16:19
c0da03c6-2d32-44d1-9de3-7694670f6fb1,6412,debit,-301.76,2022-09-28 15:23:03
d596ffa4-cbe1-4122-9043-b30417565661,9323,debit,-824.51,2022-10-06 20:44:08
d38cc157-498d-442b-b2dc-641606177ec5,8995,debit,-718.83,2022-08-30 01:40:54
a2a89c5d-875e-404f-ae52-499307a8f5ec,3512,debit,-170.01,2022-12-19 15:13:17
71d5abf1-22e2-4b30-bad6-5f263a71b1b8,7343,debit,-885.24,2023-04-30 03:15:33
331454bd-9673-4613-ba81-77c0b631c264,3805,credit,error,2023-07-11 02:38:42
193c8df3-8921-47df-bec9-b0de51e7a52c,6572,credit,296.94,2023-07-20 07:12:09
22d0d79d-d069-495e-b6f0-95e93e0192c8,5597,debit,error,2023-01-24 13:39:54
1bdb9bbf-377c-4752-9fd8-27d7484a013d,8270,credit,520.64,2023-07-02 04:02:04
7ed6b6af-541d-445e-91b1-4e93c028f243,8859,debit,-916.74,2022-08-20 12:19:07
ec72342c-8fbc-4ca9-9404-53eb54314530,4715,credit,987.95,2023-04-16 02:57:01
c807ffe7-91b3-4e09-bdc1-6945c36154b9,5017,credit,788.02,2022-11-13 18:49:21
